"mpirun -np 2 --map-by node ./IMB-MPI1 PingPong","","","","",""
"ct1p1-tnode007","ct1p1-tnode008","","","",""
"0.501203386812767","13268.4176598876","","","",""
"bytes","repetitions","t[usec]","Mbytes/sec","t[usec] (computed)","Mbytes/sec (computed)"
"0","1000","0.21","0","0.501203386812767","1272.751152132"
"1","1000","0.2","4.93","0.501321101273733","1272.84597052624"
"2","1000","0.19","10.47","0.501438815137724","1272.94078868166"
"4","1000","0.19","20.71","0.50167424107479","1273.13042427607"
"8","1000","0.19","41.95","0.50214508578532","1273.50969259914"
"16","1000","0.19","83.72","0.503086746552444","1274.26821778243"
"32","1000","0.23","142.1","0.504969953474758","1275.78522229803"
"64","1000","0.22","287.71","0.508735908902127","1278.81904792975"
"128","1000","0.32","399.95","0.516265986331647","1284.88596563002"
"256","1000","0.32","795.31","0.531318809440145","1297.01686705595"
"512","1000","0.4","1282.63","0.561395144254564","1321.26693623415"
"1024","1000","0.5","2052.01","0.62143069302064","1369.72015769179"
"2048","1000","0.75","2732.75","0.741034304296155","1466.43907534367"
"4096","1000","1.12","3659.12","0.978379546805936","1659.12794768427"
"8192","1000","1.86","4413.82","1.44568563062669","2041.51893622463"
"16384","1000","2.95","5558.12","2.35126513701957","2794.42651025977"
"32768","1000","4.74","6907.58","4.0502819295446","4253.32271145933"
"65536","640","8.07","8119.02","7.03084268636612","6988.03173957515"
"131072","320","14.52","9026.31","11.558072050138","11761.2650555815"
"262144","160","12.63","20757.89","16.567439696352","18802.7340029417"
"524288","80","22.33","23480.31","20.9867339216491","24952.4309047928"
"1048576","40","51.77","20253.97","51.9439761194155","19793.9712750094"
"2097152","20","138.95","15092.37","138.941159408347","15144.3237384034"
"4194304","10","316.07","13270.2","316.070143697383","13268.4176598876"
