"mpirun -np 2 --report-bindings ./IMB-MPI1 PingPong","","","","",""
"ct1p1-tnode007","ct1p1-tnode008","","","",""
"0.172146247594417","13945.7890209409","","","",""
"bytes","repetitions","t[usec]","Mbytes/sec","t[usec] (computed)","Mbytes/sec (computed)"
"0","1000","0.2","0","0.172146247594417","1373.87187786503"
"1","1000","0.21","4.87","0.172350675823708","1373.9483252091"
"2","1000","0.19","10.72","0.172555101993088","1374.02477236396"
"4","1000","0.19","21.47","0.172963948152171","1374.17766610607"
"8","1000","0.19","42.85","0.173781615752018","1374.48345131979"
"16","1000","0.19","85.78","0.175416852081587","1375.09501266534"
"32","1000","0.23","136.76","0.178686929285421","1376.31809902929"
"64","1000","0.22","285.29","0.185225502073371","1378.76412645207"
"128","1000","0.31","413.03","0.19829632278223","1383.65560010446"
"256","1000","0.33","776.8","0.224412677623611","1393.43622285581"
"512","1000","0.4","1295.67","0.276544344089595","1412.98817189848"
"1024","1000","0.5","2052.96","0.380404328127162","1452.05489817076"
"2048","1000","0.75","2740.04","0.586517480642221","1530.039775653"
"4096","1000","1.12","3665.83","0.992368975627193","1685.41612744418"
"8192","1000","1.88","4363.45","1.77898934486471","1993.80238785866"
"16384","1000","3.02","5427.07","3.25518487390009","2601.16637889511"
"32768","1000","4.8","6823.98","5.84492353894723","3778.71637165587"
"65536","640","8.91","7358.33","9.76625007844897","5988.72442800511"
"131072","320","15.5","8455.27","13.9368359742491","9856.86887602334"
"262144","160","15.32","17111.09","15.8916261478224","15606.2127678022"
"524288","80","27.9","18790.12","27.8198659989702","20802.6255843054"
"1048576","40","58.41","17953.26","58.414768564153","17249.1407771984"
"2097152","20","150.26","13957.28","150.259883548657","14039.2292801782"
"4194304","10","300.7","13948.63","300.700000928366","13945.7890209409"
