"mpirun -np 2 --mca pml ob1 --map-by core ./IMB-MPI1 PingPong                --------------------------------------------------------------------------","","","","",""
"ct1p1-tnode007","ct1p1-tnode008","","","",""
"0.603742928291383","9717.06659757625","","","",""
"bytes","repetitions","t[usec]","Mbytes/sec","t[usec] (computed)","Mbytes/sec (computed)"
"0","1000","0.25","0","0.603742928291383","1611.74018538222"
"1","1000","0.28","3.62","0.603821250524506","1611.81541948597"
"2","1000","0.28","7.25","0.603899572669554","1611.89065337049"
"4","1000","0.28","14.47","0.604056216695424","1612.04112048185"
"8","1000","0.28","28.88","0.604369503690277","1612.34205207387"
"16","1000","0.29","54.79","0.604996073452548","1612.94390473512"
"32","1000","0.3","106.02","0.606249196068238","1614.14756796705"
"64","1000","0.33","191.99","0.608755373671359","1616.55472607288"
"128","1000","0.39","327.78","0.613767458421745","1621.36836888701"
"256","1000","0.45","571.56","0.623790546556431","1630.9929612013"
"512","1000","0.61","838.73","0.643832401019417","1650.23137478329"
"1024","1000","0.65","1564.46","0.683898851970998","1688.66513543301"
"2048","1000","0.91","2255.7","0.763962955785186","1765.36053201527"
"4096","1000","1.77","2315.76","0.923817838318314","1918.06395644849"
"8192","1000","2.12","3872.28","1.24244918981284","2220.73036217258"
"16384","1000","2.64","6206.62","1.87551651426086","2815.17350625834"
"32768","1000","3.87","8475.7","3.12580280928717","3961.07558173978"
"65536","640","5.51","11899.9","5.57024026279892","6085.50037768363"
"131072","320","10.31","12719.02","10.2893840754033","9700.6819820563"
"262144","160","18.91","13862.31","19.4368832583663","14673.4001673147"
"524288","80","39.16","13386.94","38.9249820062537","17648.1753138299"
"1048576","40","91.32","11482.94","91.3535296822175","9693.68698817795"
"2097152","20","214.7","9767.68","214.698222563106","9985.49116485289"
"4194304","10","431.3","9724.74","431.300029471358","9717.06659757625"
