"mpirun -np 2 --mca pml ob1 --map-by node --report-bindings ./IMB-MPI1 PingPong","","","","",""
"ct1p1-tnode007","ct1p1-tnode008","","","",""
"0.588788298365806","9717.6027548993","","","",""
"bytes","repetitions","t[usec]","Mbytes/sec","t[usec] (computed)","Mbytes/sec (computed)"
"0","1000","0.25","0","0.588788298365806","1664.16327376059"
"1","1000","0.28","3.58","0.588863505639849","1664.24103903206"
"2","1000","0.27","7.35","0.588938712835905","1664.31880407734"
"4","1000","0.27","14.87","0.589089126994055","1664.47433348938"
"8","1000","0.27","29.72","0.589389954374526","1664.78538959935"
"16","1000","0.3","53.44","0.589991605392244","1665.40749096289"
"32","1000","0.29","109.68","0.591194892455577","1666.65165026495"
"64","1000","0.33","196.21","0.593601406700178","1669.13979517347"
"128","1000","0.37","343.51","0.598414195711856","1674.11539024364"
"256","1000","0.45","564.36","0.608038816230974","1684.06380168113"
"512","1000","0.6","851.33","0.62728423049846","1703.94951202156"
"1024","1000","0.71","1444.84","0.665759777909034","1743.67650077657"
"2048","1000","0.83","2481.26","0.742649955726086","1822.95289624433"
"4096","1000","1.72","2378.81","0.896188300487389","1980.79652370005"
"8192","1000","1.98","4136.74","1.20231015884319","2293.65643260989"
"16384","1000","2.64","6206.03","1.81083953375587","2908.1411762158"
"32768","1000","3.62","9061.29","3.0138693744858","4092.76238815051"
"65536","640","5.56","11790.49","5.37026010384294","6289.30857531987"
"131072","320","9.59","13663.07","9.9330914446974","10028.5619866796"
"262144","160","18.52","14152.89","18.8047275901254","15177.2179249257"
"524288","80","37.81","13867.62","37.6426341780592","18278.1595530066"
"1048576","40","87.64","11965.12","87.6654319009022","10102.7249305068"
"2097152","20","208.4","10063.3","208.398619814996","10290.2378766591"
"4194304","10","431.26","9725.6","431.260023120973","9717.6027548993"
